NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,numbering_guide,location
,UM48-51-W70E,FRONT BUMPER SKIRT RH,Ford,RANGER,UM48-51-W70E,1,0.324914539,0.550091333,0.01449098,2003,2003,,,,,
6,FDFF031 SA,FENDER FLARES JUMBO 2 DOORS,Ford,RANGER,ACC7-9G6LK-2L,1,1.798664694,4.230271574,0.179704948,2004,2005,,,,,
7,FDFF031 SB,FENDER FLARES JUMBO 4 DOORS,Ford,RANGER,D44J-5AE2Y-FG,1,1.949829823,3.129166187,0.191497486,2004,2005,,,,,
8,FDWG031 MA,WEATHER GUARD NORMAL SIZE 2 DRS,Ford,OPEN CAB,RU9I-H0FZ2-8F,1,9.020717981,7.544932676,2.358726223,2002,2005,,,,,
9,FDWG031 MB,WEATHER GUARD NORMAL SIZE 4 DRS TRANSPARENT BK,Ford,OPEN CAB,EUD7-U6XYL-17,1,13.18239874,23.99747503,0.086391409,2002,2005,,,,,
10,FDWG031 MC,WEATHER GUARD NORMAL SIZE 2 DRS TRANSPARENT COLORED,Ford,OPEN CAB,9O5G-50FNY-IS,1,6.469787119,3.711524061,1.236829207,2002,2005,,,,,
11,FDWG031 MD,WEATHER GUARD NORMAL SIZE 4 DRS TRANSPARENT COLORED,Ford,OPEN CAB,NH2V-8ZXAE-R5,1,0.623401071,0.593354935,0.000509005,2002,2005,,,,,
12,FDWG031 SA,WEATHER GUARD SLIM SIZE 2 DRS TRANSPARENT BK,Ford,OPEN CAB,C0EC-K99G7-X4,1,10.68094107,1.172907365,1.312615719,2002,2005,,,,,
13,FDWG031 SB,WEATHER GUARD SLIM SIZE 4 DRS TRANSPARENT BK,Ford,OPEN CAB,XEFC-88EEE-EN,1,16.7151631,5.577428439,1.676992916,2002,2005,,,,,
14,FDWG031 SC,WEATHER GUARD SLIM SIZE 2 DRS TRANSPARENT COLORED,Ford,OPEN CAB,DHF1-FZIZP-AL,1,4.769507081,0.314913123,1.76369381,2002,2005,,,,,
15,FDWG031 SD,WEATHER GUARD SLIM SIZE 4 DRS TRANSPARENT COLORED,Ford,OPEN CAB,ZDAI-0WZW8-F5,1,12.30463294,0.197542479,0.268231973,2002,2005,,,,,
16,UP21-54-210C,HOOD LEDGE 4WD LH,Ford,RANGER,UP21-54-210C,1,7.285988734,6.331991507,0.191558624,2002,2008,,,,,
,UH74-53-210L,HOOD LEDGE 4WD RH,Ford,RANGER,UH74-53-210L,1,7.833276999,6.320735407,0.181394664,2002,2005,,,,,
17,UH84-53-100A,RADIATIOR SUPPORT,Ford,RANGER,UH84-53-100A,1,8.148306262,9.037542173,0.198059668,1999,2005,,,,,
18,FDR031 NA,RADIATOR SUPPORT,Ford,RANGER,UH84-53-100J,1,9.000138453,10.03599296,0.206420919,1999,2004,,,,,
1,FDRD031 NA,RADIATOR AT-26MM,Ford,RANGER/BT50,WL85-15-200A,1,4.846078315,7.026318988,0.046658915,2002,2009,,,,,
2,FDRD031 NM,RADIATOR MANUAL MT-26MM,Ford,RANGER,WL85-15-200,1,3.436603875,3.261759207,0.04163529,2002,2009,,,,,
3,WL85-15-200B,RADIATOR,Ford,RANGER 4WD,WL85-15-200B,1,3.313332252,4.06575504,0.059170023,2002,2009,,,,,
4,PL3330,CONDENSER,Ford,RANGER,UM65-61-480A,1,4.281380996,5.910153564,0.031172744,2003,2005,,,,,
5,WL51-15-211C,RADIATOR FAN,Ford,RANGER,WL51-15-211C,1,0.506111721,0.542213646,0.034218397,2003,2003,,,,,
6,FDBS031 LA,BUMPER SUPPORT LH,Ford,RANGER,UM46-50-090A,1,3.274278108,2.802377036,0.012724161,2002,2004,,,,,
,FDBS031 RA,BUMPER SUPPORT RH,Ford,RANGER,UM46-50-080A,1,3.00534112,2.789828059,0.013017695,2002,2004,,,,,
7,UM46-59-410A,DOOR HANDLE OUT SIDE LH (CP) FRT,Ford,RANGER,UM46-59-410A,1,0.087562316,0.10215119,0.000315598,2002,2005,,,,,
8,UH82-63-930B,BACK GLASS,Ford,RANGER,UH82-63-930B,1,3.496159376,5.022533194,0.060919436,2003,2005,,,,,
9,UH82-63-901C,FRT WINDSCREEN LFW(GLASS),Ford,RANGER,UH72-63-901C,1,14.47334902,14.92987075,0.342513922,2002,2003,,,,,
10,UH82-63-901Z,FRT WINDSCREEN LFW(GLASS),Ford,RANGER,UH82-63-901Z,1,4.826429408,11.07637866,0.09038507,2002,2003,,,,,
11,WL81-15-350A,RESERVE TANK,Ford,RANGER,WL81-15-350C,1,0.357010942,0.371875748,0.00463474,1999,2001,,,,,
12,UC86-41-400A,CLUCH MASTER,Ford,RANGER,UC86-41-400A,1,0.623841289,0.744973577,0.001081178,2002,2002,,,,,
13,FDIC030 NA,INTER COOLER 11 LAYERS,Ford,RANGER/B2500,WL21-13-550A/WL85-13-550,1,2.278698064,6.391477454,0.398229737,1999,2003,,,,,
1,FDB035 NA,FRONT BUMPER 2WD W/O F.F. HOLE,Ford,DURATORQUE,URY6-50-03X,1,1.629872075,2.275218943,0.041843413,2006,2008,,,,,
2,FDB035 NB,FRONT BUMPER 4WD W/F.F HOLE,Ford,DURATORQUE,URY7-50-03X,1,3.62200918,4.065786801,0.04562507,2006,2008,,,,,
3,FDB035 NW,FRONT BUMPER 2WD WT A6C/A36/A2W,Ford,DURATORQUE,URY6-50-03X-WT,1,1.837800416,2.811641324,0.057625583,2006,2008,,,,,
4,FDP035 NA,VALANCE PANEL 2WD,Ford,DURATORQUE,URY6-50-03Y,5,9.423707897,10.76697965,0.031630712,2006,2008,,,,,
5,FDP035 NB,VALANCE PANEL 4WD,Ford,DURATORQUE,URY7-50-03Y,5,9.104468829,10.00242616,0.028551475,2006,2008,,,,,
6,FDP035 NW,VALANCE PANEL 2WD COOL WT A6C/A36/A2W,Ford,DURATORQUE,URY6-50-03Y-WT,1,2.074940971,1.850731914,0.035915493,2006,2008,,,,,
7,FDG035 NA,GRILLE CP/BK/COLOR KEY SETS,Ford,DURATORQUE,UR89-50-710,1,1.427079404,2.619529937,0.030138368,2006,2009,,,,,
8,FDG035 NB,GRILLE GYM,Ford,DURATORQUE,UR88-50-710D50,1,1.257703203,2.794129131,0.025260511,2006,2008,,,,,
9,FDG035 NC,GRILL GYM/BK,Ford,DURATORQUE,UR89-50-710,1,1.597347321,2.79537584,0.027879612,2006,2009,,,,,
10,FDIB035 NA,REAR BUMPER BK,Ford,RANGER,URY1-50-221,1,9.135281181,9.900249333,0.053027006,2006,2008,,,,,
11,FDIB035 NB,REAR BUMPER OEM TYPE CP,Ford,DURATORQUE,KV105,1,9.80183785,13.64780176,0.062078328,2006,2008,,,,,
12,FDIB035 NS,REAR BUMPER STANLESS,Ford,BT-50,URY1-50-221,1,9.254252927,12.16478494,0.056835059,2006,2008,,,,,
13,FDHL035 LA,HEAD LAMP LH,Ford,DURATORQUE,UR87-51-0L0,8,9.55479363,10.47227642,0.20378952,2006,2007,,,,,
,FDHL035 RA,HEAD LAMP RH,Ford,DURATORQUE BT50,UR87-51-0K0,8,8.706302473,12.20474693,0.23795766,2006,2007,,,,,
14,FDFL037 LA,FOG LAMP LH,Ford,RANGER,UR82-51-690,24,12.76674808,18.19483442,0.103955892,2006,2009,,,,,
,FDFL037 RA,FOG LAMP RH,Ford,RANGER,UR82-51-680,24,13.58148439,15.38522261,0.111178396,2006,2009,,,,,
15,UR56-51-120,SIDE LAMP R=L CLEAR,Ford,RANGER,UR56-51-120,1,0.019699432,0.020820052,0.000307431,2006,2008,,,,,
1,FDL035 LA,TAIL LAMP LH,Ford,RANGER,UR87-51-160,10,9.171306161,12.02203708,0.171486777,2006,2007,,,,,
,FDL035 RA,TAIL LAMP RH,Ford,RANGER,UR87-51-150,10,10.35993795,11.77537624,0.208427437,2006,2007,,,,,
2,UR87-51-180,TAIL LAMP UNIT LH,Ford,RANGER,UR87-51-180B,1,0.975943409,1.147121734,0.018837896,2006,2008,,,,,
,UR87-51-170,TAIL LAMP UNIT RH,Ford,RANGER,UR87-51-170B,1,0.996462668,1.426317141,0.022686132,2006,2007,,,,,
3,FDMR035 LA,DOOR MIRROR MANUAL BLACK LHD LH,Ford,RANGER,UR56-59-180,20,16.91296075,16.89423832,0.152177527,2006,2008,,,,,
,FDMR035 RA,DOOR MIRROR MANUAL BLACK LHD RH,Ford,RANGER,UR56-69-120,20,16.23133806,14.88368947,0.165209013,2006,2008,,,,,
4,FDMR035 LB,DOOR MIRROR LH ELECTRIC CP RHD,Ford,DURATORQUE,UR57-69-180C,10,14.02305335,13.98210167,0.165584044,2006,2008,,,,,
,FDMR035 RB,DOOR MIRROR RH ELECTRIC CP RHD,Ford,DURATORQUE,UR57-69-120C,10,11.10893031,13.72605702,0.168891802,2006,2008,,,,,
5,FDMR035 LC,DOOR MIRROR LH ELECTRIC BK W/LED LHD,Ford,DURATORQUE,UB9F-69-180LHD,1,1.462343272,1.587322879,0.015199397,2008,2012,,,,,
,FDMR035 RC,DOOR MIRROR RH ELECTRIC BK W/LED LHD,Ford,DURATORQUE,UB9F-69-120LHD,1,1.41692575,1.587806391,0.015066974,2008,2012,,,,,
6,FDMR035 LD,DOOR MIRROR LHD ELECTRIC CP LH,Ford,RANGER,UR57-69-180,10,2.031039763,18.13944069,0.190725894,2006,2008,,,,,
,FDMR035 RD,DOOR MIRROR LHD ELECTRIC CP RH,Ford,RANGER,UR57-69-120,8,1.796918928,19.35866371,0.165557509,2006,2008,,,,,
7,UR58-69-180-B92,DOOR MIRROR ELEC LH (SILVER),Ford,RANGER/BT-50,UR58-69-180-B92,1,1.638179068,1.635759464,0.016326247,2006,2007,,,,,
,UR58-69-120-B92,DOOR MIRROR ELEC RH (SILVER),Ford,RANGER/BT-50,UR58-69-120-B92,1,1.311424233,2.007024026,0.014251435,2006,2007,,,,,
8,FDMC035 SA,DOOR MIRROR COVER CP,Ford,DURATORQUE,4Y5D-RZVL3-SI,1,0.590230049,0.783250553,0.014253117,2006,2009,,,,,
9,FDF035 LA,FENDER 2WD LH,Ford,RANGER,UR87-52-211,1,4.831675806,6.902950912,0.081102501,2006,2008,,,,,
,FDF035 RA,FENDER 2WD RH,Ford,RANGER,UR87-52-111,1,4.80263597,5.023747484,0.07903116,2006,2009,,,,,
10,FDF035 LB,FENDER 4WD W/FLARE HOLE LH,Ford,RANGER,UR89-52-210C,1,5.855742851,6.186796162,0.082305687,2006,2009,,,,,
,FDF035 RB,FENDER 4WD W/ FLARE HOLE RH,Ford,RANGER,UR89-52-110C,1,4.793329651,6.096080613,0.0774068,2006,2009,,,,,
11,FDFD035 F LA,FRONT DOOR LH,Ford,RANGER/BT-50,UR56-59-020E,1,16.90203259,14.76559447,0.128762572,2006,2007,,,,,
,FDFD035 F RA,FRONT DOOR RH,Ford,RANGER/BT-50,UR56-58-020F,1,15.71461518,17.88131844,0.134632565,2006,2007,,,,,
12,UR56-59-020F,FRONT DOOR LH,Ford,RANGER,UR56-590-20F,1,17.12807029,18.42906827,0.246348966,2010,2010,,,,,
,UR56-58-020F,FRONT DOOR RH,Ford,RANGER,UR56-58-020F,1,20.80022637,18.30235462,0.254153014,2010,2010,,,,,
13,FDFD035 R LA,REAR DOOR DOUBLE CAB LH,Ford,RANGER/BT-50,UR63-73-020,1,13.35342879,15.7021253,0.140833974,2007,2007,,,,,
,FDFD035 R RA,REAR DOOR DOUBLE CAB RH,Ford,RANGER/BT-50,UR63-72-020,1,14.58516848,16.7037959,0.132336476,2007,2007,,,,,
14,UR63-73-020E,REAR DOOR LH,Ford,RANGER,UR63-73-020E,1,13.86706933,15.7832347,0.202048492,2010,2010,,,,,
,UR63-72-020E,REAR DOOR RH,Ford,RANGER,UR63-72-020E,1,14.74714336,18.75186149,0.213629516,2010,2010,,,,,
15,FDSP035 SA,PLASTIC SET (CENTER+RH+LH),Ford,RANGER,3NN8-RSRTH-OW,1,3.904280831,12.95826526,1.110633315,2010,2011,,,,,
1,FDSP035 LB,SIDE PANEL DOUBLE CAB LH W/O HOLE,Ford,RANGER,UR93-65-500K,1,15.57430887,20.49229044,0.316855599,2006,2011,,,,,
2,FDSP035 RB,SIDE PANEL DOUBLE CAB RH W/O HOLE,Ford,RANGER,UR93-65-400L,1,12.90415759,21.57752252,0.249160465,2006,2011,,,,,
3,FDH035 NA,HOOD EDP,Ford,DURATORQUE,UR87-52-310,1,8.154929495,10.35538749,0.14301411,2006,2009,,,,,
4,UR63-70-600,ROOF 4 DOOR WITH BRAKE LAMP,Ford,RANGER,UR63-70-600,1,17.99535237,21.793933,0.335370971,2006,2010,,,,,
5,FDIF035 LA,INNER FENDER LH,Ford,RANGER,UR87-56-141C,1,0.438805432,0.512627078,0.01707488,2006,2011,,,,,
,FDIF035 RA,INNER FENDER RH,Ford,RANGER,UR87-56-131C,1,0.486052746,0.479991419,0.018797934,2006,2011,,,,,
6,UR87-56-141C,INNER FENDER LH OEM,Ford,RANGER,UR87-56-141C,1,0.390681095,0.415944579,0.017015058,2010,2010,,,,,
,UR87-56-131C,INNER FENDER RH OEM,Ford,RANGER,UR87-56-131C,1,0.428527381,0.389288013,0.018853845,2010,2010,,,,,
7,UR90-51-W30E,FRONT FENDER FLARE LH,Ford,RANGER,UR90-51-W30E,1,2.340875005,7.292547655,0.422155755,2006,2009,,,,,
,UR90-51-W20E,FRONT FENDER FLARE RH,Ford,RANGER,UR90-51-W20E,1,1.006758714,3.654772561,0.020788307,2006,2009,,,,,
8,UR90-51-W30E0,FRONT FENDER FLARE LH - BLACK,Ford,RANGER,UR90-51-W30E08,1,1.099407171,3.900140207,0.022795135,2006,2009,,,,,
,UR90-51-W20E0,FRONT FENDER FLARE RH - BLACK,Ford,RANGER,UR90-51-W20E08,1,1.130199072,3.785791026,0.026294612,2006,2009,,,,,
9,UR90-51-W30C0,VALVE ASSY A/C LH,Ford,RANGER,UR90-51-W30C08,1,1.086406276,4.41697148,0.026444271,2006,2006,,,,,
,UR90-51-W20C0,VALVE ASSY A/C RH,Ford,RANGER,UR90-51-W20C08,1,0.988352252,4.162095375,0.02178006,2006,2006,,,,,
10,UR90-51-W30E9,2FENDER FLARE FRONT LH SILVER,Ford,DURATORQUE,UR90-51-W30E92,1,5.365726349,12.57595653,0.445840926,2006,2008,,,,,
,UR90-51-W20D9,FENDER FLARE FRONT RH SILVER,Ford,DURATORQUE,UR90-51-W20E92,1,2.060735697,2.611500436,0.045907928,2006,2008,,,,,
11,UR97-51-W60J0,8REAR FENDER FLARE LH,Ford,RANGER,UR97-51-W60J08,1,4.911361105,5.064052405,0.302848244,2006,2009,,,,,
,UR97-51-W50J0,8REAR FENDER FLARE RH,Ford,RANGER,UR97-51-W50J08,1,1.286768983,5.835849748,0.348573657,2006,2009,,,,,
12,UD2G-51-W80B,LH BUMPER FLARE,Ford,RANGER,UD2G-51-W80B,1,0.344931447,0.773399294,0.016985191,2009,2009,,,,,
,UD2G-51-W70B,RH BUMPER FLARE,Ford,RANGER,UD2G-51-W70B,1,0.331089746,0.631183714,0.015912684,2006,2009,,,,,
13,UD2G-51-W8001,LH BUMPER FLARE,Ford,RANGER,UD2G-51-W8001,1,0.364047934,0.698777173,0.017030636,2006,2009,,,,,
,UD2G-51-W7001,RH BUMPER FLARE,Ford,RANGER,UD2G-51-W7001,1,0.38386407,0.551420314,0.020147465,2006,2009,,,,,
14,UR89-51-W80A,BUMPER FLARE LH,Ford,RANGER,UR89-51-W80A,1,0.574313374,0.930534013,0.004487722,2006,2009,,,,,
,UR89-51-W70A,BUMPER FLARE RH,Ford,RANGER,UR89-51-W70A,1,0.581996762,0.865235787,0.004931627,2006,2009,,,,,
15,FDFF035 SB,FENDER FLAIR SET 4DR,Ford,RANGER,UR90-51-W20,1,1.895202817,3.637190941,0.172621712,2006,2007,,,,,
1,FDWG035 MA,WEATHER GUARD NORMAL SIZE 2 DRS,Ford,NEW RANGER,XFQ4-L6NWY-EU,1,0.972976962,0.983035992,0.034699394,2007,2008,,,,,
2,FDWG035 MB,WEATHER GUARD NORMAL SIZE 4 DRS,Ford,NEW RANGER,6BZM-TDPSG-8E,1,0.816963328,0.905348991,0.036847665,2007,2008,,,,,
3,FDWG035 MC,WEATHER GUARD NORMAL SIZE 2 DRS,Ford,NEW RANGER,Y53N-2ZPCU-WU,1,1.684692836,12.20165553,0.257757382,2007,2008,,,,,
4,FDWG035 MD,WEATHER GUARD NORMAL SIZE 4 DRS,Ford,NEW RANGER,B0NR-LZZ03-SL,15,32.27728209,29.82716012,0.132134316,2007,2008,,,,,
5,FDWG035 SA,WEATHER GUARD SLIM SIZE 2 DRS TRANSPARENT BK,Ford,NEW RANGER,EJQY-O1XOT-MT,1,4.918192289,0.038593895,0.84072405,2007,2008,,,,,
6,FDWG035 SB,WEATHER GUARD SLIM SIZE 4 DRS TRANSPARENT BK,Ford,NEW RANGER,3VUV-MNZ0M-EN,1,6.656185823,1.917296306,0.860498459,2007,2008,,,,,
7,FDWG035 SC,WEATHER GUARD SLIM SIZE 2 DRS,Ford,NEW RANGER,CDBP-HMHSZ-EY,1,3.114947287,24.84269779,1.117567085,2007,2008,,,,,
8,FDWG035 SD,WEATHER GUARD SLIM SIZE 4 DRS,Ford,NEW RANGER,XZL8-8T43E-YS,1,3.211640729,2.799008008,1.912937258,2007,2008,,,,,
9,FDBG035 BA,JUMBO BUG SHEID GUARDS TRSPTRANSPARENT BLACK,Ford,RANGER,1P3M-50GHK-P4,1,7.458462795,7.226806387,0.61374872,2006,2006,,,,,
10,FDBG035 BC,JUMBO BUG SHEID GUARDS TRSPTRANSPARENT,Ford,RANGER,9JB3-0FVTG-E0,10,8.820652875,9.044573359,0.147387541,2006,2006,,,,,
11,FDBG035 MA,MIDUIM BUG SHEID GUARDS,Ford,RANGER,S10V-XO9RR-P2,1,1.954671946,31.6552829,0.114866785,2006,2006,,,,,
12,FDBG035 MC,MIDUIM BUG SHEID GUARDS,Ford,RANGER,WVAU-FPSEQ-SY,10,8.605468121,8.454928784,0.125089088,2006,2006,,,,,
13,FDBG035 SA,SLIM BUG SHEID GUARDS,Ford,RANGER,TODV-B8HBI-VQ,10,8.734252778,8.4184988,0.150812221,2007,2008,,,,,
14,FDBG035 SC,SLIM BUG SHEID GUARDS TRSPTRANSPARENT COLORED,Ford,RANGER,M168-U8Z2I-5B,1,23.12823473,3.937189863,1.448196952,2006,2006,,,,,
15,UR56-50-070B,FRONT BUMPER REINFORCEMENT,Ford,RANGER / BT50,UR56-50-070B,1,4.650578133,4.920233446,0.059120491,2006,2009,,,,,
16,UR87-50-070B,FRONT BUMPER REINFORCEMENT,Ford,RANGER,UR87-50-070B,1,3.874659246,6.010184875,0.069407282,2006,2009,,,,,
17,UR56-50-260,REAR BUMPER REINFORCEMENT,Ford,DURATORQUE,UR56-50-260B,1,5.122968349,5.651117555,0.026872447,2006,2007,,,,,
18,UR56-50-22X-A,STAIR SET,Ford,DURATORQUE,UR56-50-22X-A,1,0.698773568,0.600080476,0.005134315,2006,2007,,,,,
1,ST-805A FD,SIDE STEP HIGH QUALITY ALUMINUIM,Ford,NEW RANGER,AC-805-78,1,8.304860508,11.33852658,0.077504307,2007,2008,,,,,
2,ST-806A FD,SIDE STEP WITH RUBBER END CAPS,Ford,NEW RANGER,AC-806-78,1,12.6657664,13.1099151,0.081220411,2007,2008,,,,,
3,FG-130A FD,FRONT BUMPER GUARD LOWER,Ford,NEW RANGER,AC-130,1,4.396959542,20.00411584,2.156186649,2007,2008,,,,,
4,FG-3302A FD,"FRONT BUMBER GUARD STAINLESS 3"" 76 MM",Ford,RANGER,FG-3302A FD,1,5.83409828,11.39709338,1.225390274,2006,2008,,,,,
5,RB-700A FD,DOUBLE ROLLBAR WITH ARMS,Ford,DURATORQUE,0VAB-73HH3-D6,1,14.00510465,11.69663943,0.143834252,2006,2006,,,,,
6,RB-702A FD,"MULTI FRAME ROLLBAR 2.5 """,Ford,DURATORQUE,TD3Z-CIMLB-92,1,13.0825588,12.52754285,0.101882371,2006,2006,,,,,
7,FDR035 NA,"RADIATOR SUPPORT (MZ , FD)",Ford,BT-50/RANGER,UR56-53-100D,1,7.49210862,9.007354009,0.089117935,2006,2007,,,,,
8,FDCD035 NA,A/C CONDENSOR,Ford,BT-50/RANGE,UM65-61-480A,1,1.501983196,2.911227814,0.985781751,2005,2008,,,,,
9,WLVP-15-200D,RADIATOR AUTO 4X4,Ford,RANGER/BT50,WLVP-15-200D,1,4.660050943,6.133290644,0.061027223,2007,2007,,,,,
10,WE01-15-140,RADIATOR FAN,Ford,FORD/BT50,WE01-15-140,1,2.014957045,2.36533637,0.027456581,2008,2008,,,,,
11,WE01-15-141A,RADIATOR FAN,Ford,RANGER,WE01-15-141A,1,1.38058404,1.423108434,0.030539402,2010,2010,,,,,
12,WLVH-15-211,FAN GUARD,Ford,DURATORQUE,WLVH-15-211C/211A,1,0.519403989,0.59495124,0.031532486,2006,2007,,,,,
13,MZIC037 NA,INTERCOOLER 19 LAYER FORD/MAZDA,Ford,BT50/RANGER,WE01-13-550A,1,3.02128605,3.228525096,0.030891032,2006,2006,,,,,
14,WL85-13-550,INTER COOLER 11 LAYER ONLY FORD,Ford,DURATORQUE,WL85-13-550,1,3.040786408,4.941651593,0.033661404,2006,2007,,,,,
15,UH72-63-901C,GLASS WINDSHEILD,Ford,RANGER,UH72-63-901C,1,14.78452636,14.91210596,0.322597873,2006,2006,,,,,
16,UR56-59-511A,DOOR GLASS FRT/LH 4 DOOR,Ford,RANGER,UR56-59-511B,1,3.446354371,4.062142031,0.065175386,2007,2007,,,,,
,UR56-58-511A,DOOR GLASS FRT/RH 4 DOOR,Ford,RANGER,UR56-58-511B,1,3.26069148,4.023720173,0.057894707,2007,2007,,,,,
17,FDMG035 F LA,F.MUDGUARD LH,Ford,DURATORQUE/RANGER,UR89-51-851A,1,0.128211539,0.118703304,0.000112416,2007,2007,,,,,
,FDMG035 F RA,F.MUDGUARD RH,Ford,DURATORQUE/RANGER,UR89-51-841A,1,0.119888965,0.129040315,9.85E-05,2007,2007,,,,,
18,FDMG035 R LA,R.MUDGUARD LH,Ford,DURATORQUE/RANGER,UR89-51-881G,1,0.321149433,0.351744248,0.002455673,2007,2007,,,,,
,FDMG035 R RA,R.MUDGUARD RH,Ford,DURATORQUE/RANGER,UR89-51-871G,1,0.33454953,0.311606525,0.002905149,2007,2007,,,,,
1,WE01-13-320B,AIR CLEANER 3200 CC ONLY,Ford,RANGER,WE01-13-320B,1,3.679496345,4.339344895,0.04399456,2007,2009,,,,,
2,UR56-50-280,REAR BUMPER BRACKET,Ford,RANGER DURATORQUE,UR56-50-280C,1,1.101651082,1.587868053,0.021393367,2006,2007,,,,,
,UR56-50-270,REAR BUMPER BRACKET,Ford,RANGER DURATORQUE,UR56-50-270B,1,0.920316509,1.539812156,0.017606166,2006,2007,,,,,
3,FDLC035 SA,TAIL LIGHT COVER CP,Ford,DURATORQUE,INYQ-58ND2-M3,1,0.361726771,0.796881445,0.016369397,2006,2009,,,,,
4,FDGC035 NB,FUEL DOOR COVER,Ford,NEW RANGER,F7XD-OXOU6-9Z,1,5.624157788,0.483464022,1.165727005,2006,2008,,,,,
5,FDRC035 NA,TAIL GATE HANDLE COVER MAT,Ford,RANGER DURATORQUE,XCD4-EGN18-ZQ,1,2.696976809,11.95915375,0.042767882,2007,2008,,,,,
6,FDRC035 NB,TAIL GATE HANDLE COVER CHROME,Ford,RANGER DURATORQUE,W90I-HILRV-0U,1,0.063729581,0.118402645,0.001702065,2007,2008,,,,,
7,FDRC035 NC,TAIL GATE HANDLE COVER COLOR,Ford,RANGER DURATORQUE,ZZLC-YVQCG-IU,1,13.82717106,2.985702672,0.085526069,2007,2008,,,,,
8,FDDH035 SA,DOOR HANDLE WITH COVER INSERT 2DR,Ford,RANGER,VZP2-3BVMA-QU,1,5.61710201,0.243786184,0.151581581,2007,2009,,,,,
9,FDDH035 SB,DOOR HANDLE WITH COVER INSERT 4DR,Ford,RANGER,EKZB-USR1R-1R,1,11.27993383,1.747730741,0.43769601,2007,2008,,,,,
10,FDDI035 SB,DOOR HANDLE INSERT 4DR,Ford,RANGER DURATORQUE,5D0U-91VEG-E8,1,7.987293039,7.883313552,0.292241271,2007,2008,,,,,
11,FDT035 NA,TAIL GATE MAZDA/FORD 4 DOOR,Ford,MAZDA BT-50 / FORD,UR56-65-610H,1,12.55851825,15.12724937,0.078202226,2006,2008,,,,,
12,UH93-50-080A,"STAY(RH),FRONT BUMPER",Ford,RANGER,UH93-50-080A,1,3.693345783,19.20175062,0.457269667,2006,2006,,,,,
,UH93-50-090A,"STAY(LH),FRONT BUMPER",Ford,RANGER,UH93-50-090A,1,10.06053593,4.852354237,1.052382677,2006,2006,,,,,
13,UR87-50-0U0B,BUMPER BRACKET LH,Ford,DURATORQUE,UR87-50-0U0B,1,0.276552123,0.207729059,0.011500384,2006,2009,,,,,
,UR87-50-0T1B,BUMPER BRACKET RH,Ford,DURATORQUE,UR87-50-0T1B,1,0.255279164,0.265356177,0.000974873,2006,2009,,,,,
14,UD2D-50-161B,HEAD LAMP SUPPORT (BIG) LH,Ford,RANGER,UD2D-50-161B,1,0.196436973,0.190524986,0.002631307,2008,2008,,,,,
,UD2D-50-151B,HEAD LAMP SUPPORT (BIG) RH,Ford,RANGER,UD2D-50-151B,1,0.20503252,0.199891083,0.002943135,2008,2008,,,,,
1,FDB037 NA,FRONT BUMPER W/ FINISHER W/O FLARE HOLE,Ford,DURATORQUE,UDY1-50-03X/UD2D-50-1T1A,1,3.007199799,3.873598647,0.059149707,2009,2010,,,,,
2,FDB037 NB,FRONT BUMPER W/FINISHER W/ F.F. HOLE 4WD,Ford,RANGER,UDY2-50-03X/UD2D-50-1T1A,1,3.617569946,3.521972966,0.058945677,2009,2010,,,,,
3,FDB037 NW,FRONT BUMPER WHITE A6C,Ford,RANGER,76B5-WQRMQ-XD,1,3.158317454,3.617141952,0.060342601,2011,2011,,,,,
4,UD2D-50-IT1A,BUMPER FINISHER,Ford,NEW RANGER,UD2D-50-1T1A,1,0.258535318,0.668687373,0.012953766,2009,2010,,,,,
5,UDY1-50-221A,REAR BUMPER 4X4,Ford,RANGER,UDY1-50-221A,1,2.323026768,2.836204076,1.322901018,2010,2010,,,,,
6,FDG037 NA,GRILLE CP/BK COMPLETE SETS,Ford,DURATORQUE NEW,UD2K-50-710A,1,1.651452993,2.800667848,0.062981321,2009,2010,,,,,
7,FDG037 NB,GRILLE GYM,Ford,DURATORQ,UD2D-50-710A52,1,1.594964905,2.987308574,0.05817172,2009,2010,,,,,
8,FDG037 NC,GRILL GYM/BK COMPLETE SET,Ford,DURATORQUE NEW,UR2K-50-710A,1,1.814469408,2.886550671,0.060463097,2009,2010,,,,,
9,FDHL037 LA,HEAD LAMP LH E-MARK,Ford,DURATORQUE,UD2D-51-0L0A,4,6.562176455,7.811521098,0.132370836,2009,2011,,,,,
,FDHL037 RA,HEAD LAMP RH,Ford,DURATORQUE,UD2D-51-0K0A,2,5.697509461,9.031750862,0.180069078,2009,2011,,,,,
10,UD7R-51-0L0,HEAD LAMP LH PK,Ford,RANGER,UD7R-51-0L0,1,2.169961837,3.250160262,0.059374376,2009,2011,,,,,
,UD7R-51-0K0,HEAD LAMP RH PK,Ford,RANGER,UD7R-51-0K0,1,2.482258503,3.668749188,0.063447374,2009,2011,,,,,
11,FDFL037 LA,FOG LAMP LH,Ford,RANGER,UR82-51-690A,24,13.99102297,16.51359157,0.099629382,2009,2010,,,,,
,FDFL037 RA,FOG LAMP RH,Ford,RANGER,UR82-51-680A,24,12.34139142,17.23126818,0.104405449,2009,2010,,,,,
