NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,front/back,location
,8-98030-124-0,FOG LAMP RH 4WD 4DOOR,Isuzu,COROLADO,8-98030-124-0,1,0.41,0.51,0,"2,004","2,006",,Fog Lamp,,Front,Right Side
,IZFL037 RA,FOG LAMP RH WITH WIRE,Isuzu,ISUZU D-MAX,8-97237-5,40,8.32,9.68,0.12,"2,002","2,002",,,,,
9,FDFL089 SA,FOG LAMP SETS,Ford,RANGER WILDTRAK,Z02R-AISAK-DE,1,1.51,1.54,1.35,"2,022","2,022",,,,,
4,IZFL047 NA,FOG LAMP UNIT R=L,Isuzu,D-MAX,8-97374-661-1,12,11.99,12.22,0.06,"2,007","2,008",,,,,
2,IZFL055 NA,FOG LAMP UNIT R=L,Isuzu,D-MAX,8-97374-661-1,1,8.23,26.12,0.06,"2,012","2,016",,,,,
8,FDFL081 SA,FOG LAMP W/WIRE AND COVER SETS,Ford,RANGER,US0Q-LUQXS-AS,8,10.92,11.77,0.11,"2,015","2,017",,,,,
13,IZFL057 SA,FOG LAMP W/WIRE AND COVER SETS,Isuzu,D-MAX 2 DOOR,5KM7-5XI0L-8W,1,12,29.39,0.94,"2,015","2,017",,,,,
14,IZFL059 SA,FOG LAMP W/WIRE AND COVER SETS,Isuzu,D-MAX 4 DOOR,Q9N0-RIQAG-D2,8,11.74,12.16,0.13,"2,016","2,016",,,,,
5,IZFL047 LA,FOG LAMP WITH WIRE SET LH,Isuzu,D-MAX,8-97374-661-1,36,1.17,1.73,0.03,"2,007","2,008",,,,,
,IZFL047 RA,FOG LAMP WITH WIRE SET RH,Isuzu,D-MAX,8-97374-661-1,36,1.16,1.92,0.03,"2,007","2,008",,,,,
4,FDFC001 NA,FOGLAMP COVER BK,Ford,BANTAM,S61-17K819/17757,10,12.55,7.21,0.96,"2,002","2,004",,,,,
7,FDFC001 NA,FOGLAMP COVER BK,Ford,BANTAM,S61-17K819/17757,10,0.27,3.68,0,"2,002","2,004",,,,,
3,EB3B-15-A299 DB,FOGLAMP COVER LH,Ford,RANGER,EB3B-15-A299 DB,1,0.09,0.1,0,"2,016","2,016",,Fog Lamp,,Front,Left Side
,EB3B-15-A298 DB,FOGLAMP COVER RH,Ford,RANGER,EB3B-15-A298 DB,1,0.07,0.1,0,"2,016","2,016",,Fog Lamp,,Front,Right Side
1,FDB089 SA,FR BUMPER W/MOULDING& LWR PANEL 3 IN 1,Ford,RANGER WILDTRAK,5YSH-PA6KK-MC,1,6.74,13.44,0.34,"2,022","2,022",,,,,
12,8-98161-051-1,FRAMING UNDER STEEL PANELS,Isuzu,ALL NEW DMAX,8-98161-051-1,1,2.12,8.13,0.09,"2,012","2,016",,Moulding Lower,,Back,Single Part
2,FDP041 NB,FRONE VALANCE PANEL 2000 CC,Ford,FORD-FOCUS,5M59-17C749,1,18.3,7.85,0.86,"2,005","2,005",,,,,
4,FG-3302A FD,"FRONT BUMBER GUARD STAINLESS 3"" 76 MM",Ford,RANGER,FG-3302A FD,1,5.83,11.4,1.23,"2,006","2,008",,Bumper,,Front,Single Part
1,FDB011 NA,FRONT BUMOER,Ford,FIESTA,3N2117757 ADW,1,14.88,20.22,0.05,"2,003","2,005",,,,,
2,FDB123 NA,FRONT BUMPER,Ford,CROWN VICTORIA,6W7Z-17D957-APTM,1,4.69,4.72,0.07,"1,998","2,011",,,,,
1,FDB065 NA,FRONT BUMPER,Ford,ECOSPORT,0O6K-0XGPA-1H,1,2.39,2.6,0.06,"2,013","2,016",,,,,
1,GN1Z-17757-BE,FRONT BUMPER,Ford,ECOSPORT,GN1Z-17757-BE,1,8.39,3.77,0.54,"2,018","2,018",,Bumper,,Front,Single Part
1,UKY1-50-03X,FRONT BUMPER,Ford,EVEREST,UKY1-50-03X,1,3.95,4.69,0.06,"2,013","2,014",,Bumper,,Front,Single Part
1,FDB017 NA,FRONT BUMPER,Ford,FIESTA,D2BZ-17-757AB,1,23.08,6.61,0.05,"2,013","2,014",,,,,
1,FDB103 NA,FRONT BUMPER,Ford,FIGO,"1,892,816",1,5.13,4.57,0.06,"2,016","2,018",,,,,
1,J7BZ-17757-OA,FRONT BUMPER,Ford,FIGO,J7BZ-17757-OA,1,19.81,21.67,0,"2,020","2,020",,Bumper,,Front,Single part
1,FDB041 NA,FRONT BUMPER,Ford,FORD-FOCUS,4M51-17757-AA,1,3.72,8.78,0.06,"2,005","2,005",,,,,
1,FDB047 NA,FRONT BUMPER,Ford,FOCUS,8M51-17757-AF,1,4.4,5.15,0.05,"2,009","2,010",,,,,
1,FDB051 NA,FRONT BUMPER,Ford,FOCUS,8M59-17757-ABXWAA,1,4.29,3.33,0.5,"2,010","2,010",,,,,
1,FDB111 NA,FRONT BUMPER,Ford,RANGER RAPTOR,S6BG-JZAY0-C2,1,10.82,0.76,1.76,"2,022","2,022",,,,,
1,FDB115 NA,FRONT BUMPER,Ford,TAURUS,DG1Z-17D957-AAPTM,1,2.47,3.25,0.05,"2,015","2,019",,,,,
1,FDB119 NA,FRONT BUMPER,Ford,TAURUS,KK1Z-177BA,1,0.41,18.64,0.62,"2,020","2,023",,,,,
1,GMB011 NA,FRONT BUMPER,GMC,GMC,NGM25890766,1,6.78,5.72,0.09,"2,006","2,012",,,,,
2,IZB057 NB,FRONT BUMPER 2DR - 4x2 - 4x4 W/O HOLE,Isuzu,D-MAX,8-98343-329-0,1,4.58,5.15,0.07,"2,015","2,016",,,,,
1,IZB057 NA,FRONT BUMPER 2DR - 4x2 - 4x4 WITH HOLE,Isuzu,D-MAX,8-98330-147-0,1,4.53,4.33,0.06,"2,015","2,016",,,,,
1,IZB047 NA,FRONT BUMPER 2WD,Isuzu,D-MAX,8-98007-151-4,1,3.26,4.18,0.05,"2,006","2,008",,,,,
4,IZB043 ND,FRONT BUMPER 2WD DARK GRAY,Isuzu,D-MAX COMMON RAIL,8-97367-038-3,1,3.34,4.2,0.06,"2,004","2,005",,,,,
2,IZB047 ND,FRONT BUMPER 2WD DARK GRAY,Isuzu,D-MAX,8-98007-151-4,1,3.29,3.95,0.05,"2,006","2,008",,,,,
3,8-98007-151-4,FRONT BUMPER 2WD OEM,Isuzu,DMAX COMMONRAIL,8-98007-151-4,1,4.42,4.51,0.05,"2,006","2,007",,Bumper,,Front,Single Part
1,FDB035 NA,FRONT BUMPER 2WD W/O F.F. HOLE,Ford,DURATORQUE,URY6-50-03X,1,1.63,2.28,0.04,"2,006","2,008",,,,,
1,IZB043 NA,FRONT BUMPER 2WD W/O HOLE,Isuzu,D-MAX COMMON RAIL,8-97367-038-3,1,3.59,4.07,0.07,"2,004","2,005",,,,,
6,FDIB031 NA,FRONT BUMPER 2WD W/O HOLE BK,Ford,RANGER,UM46-50-03X,1,4.01,5.33,0.04,"2,002","2,005",,,,,
1,FDIB031 NA,FRONT BUMPER 2WD W/O HOLE BK,Ford,RANGER,UM46-50-03X,1,4.25,4.83,0.03,"2,002","2,005",,,,,
2,FDIB031 NB,FRONT BUMPER 2WD W/O HOLE CP,Ford,RANGER,UM46-50-030E,1,4.07,4.22,0.04,"2,002","2,005",,,,,
3,FDB035 NW,FRONT BUMPER 2WD WT A6C/A36/A2W,Ford,DURATORQUE,URY6-50-03X-WT,1,1.84,2.81,0.06,"2,006","2,008",,,,,
3,IZB059 NA,FRONT BUMPER 4DR - 4x4 / 2DR - 4x2,Isuzu,D-MAX,8-98330-328-0,1,4.27,4.71,0.06,"2,015","2,017",,,,,
4,IZB049 NA,FRONT BUMPER 4WD,Isuzu,D-MAX,8-98007-153-2,1,3.75,4.22,0.07,"2,006","2,008",,,,,
5,8-98158-615-0,FRONT BUMPER 4WD,Isuzu,TFS-07,8-98158-615-0,1,5.22,4.98,0.51,"2,007","2,007",,Bumper,,Front,Single Part
8,IZB049 NA,FRONT BUMPER 4WD,Isuzu,D-MAX,8-98007-153-2,1,3.49,4.38,0.06,"2,006","2,008",,,,,
4,UM49-50-03XC,FRONT BUMPER 4WD COLOR W/ HOLE,Ford,FORD RANGER,UM49-50-03XC,1,9.5,9.75,0.03,"2,002","2,005",,Bumper,,Front,Single Part
2,FDB035 NB,FRONT BUMPER 4WD W/F.F HOLE,Ford,DURATORQUE,URY7-50-03X,1,3.62,4.07,0.05,"2,006","2,008",,,,,
2,IZB043 NB,FRONT BUMPER 4WD W/HOLE,Isuzu,D'MAX,8-97367-038-3,1,3.75,4.57,0.07,"2,004","2,005",,,,,
3,IZB043 NC,FRONT BUMPER 4WD W/HOLE PRIMED,Isuzu,D'MAX,8-97367-038-3,1,4.02,3.99,0.06,"2,004","2,005",,,,,
1,FDB003 NA,FRONT BUMPER BK,Ford,BANTAM,8N29-17-757AAW,1,3,3.98,0.05,"2,009","2,010",,,,,
1,IZB061 NA,FRONT BUMPER BK 1 BIG FOG LAMP SINGLE CAB,Isuzu,D-MAX SPARK,8-97550-933-3,1,2.98,3.75,0.06,"2,019","2,020",,,,,
1,IZB063 NA,FRONT BUMPER BK 2 SMALL FOG LAMP,Isuzu,D-MAX V-CROSS,97550-937-2,1,3.45,3.48,0.06,"2,019","2,019",,,,,
5,IZB063 NB,FRONT BUMPER BK 2 SMALL FOG LAMP,Isuzu,D-MAX,97550-939-2,1,4.94,4.39,0.06,"2,019","2,019",,,,,
9,IZIB028 NA,FRONT BUMPER BK BK,Isuzu,TFR '99,8-97175-578-1,5,15.04,16.84,0.07,"1,999","1,999",,,,,
3,FDBS065 LA,FRONT BUMPER BRACKET LH,Ford,ECOSPORT,CN15-17A870-AD,1,1.78,19.38,0.38,"2,013","2,013",,,,,
1,UH71-50-090A,FRONT BUMPER BRACKET LH,Ford,FORD RANGER,UH71-50-090A,1,3.13,4.9,0.05,"1,999","2,002",,Bumper,,Front,Left Side
4,FDBS039 LA,FRONT BUMPER BRACKET LH,Ford,RANGER,AB39-17-A869AC,50,11.98,12.49,0.09,"2,012","2,012",,,,,
4,FDBS081 LA,FRONT BUMPER BRACKET LH,Ford,RANGER,EB3B-17A870-DA,30,9.19,8.89,0.11,"2,015","2,015",,,,,
12,FDBS111 LA,FRONT BUMPER BRACKET LH,Ford,RANGER RAPTOR,EQ1S-PU4OI-SG,1,3.54,9.67,0.51,"2,022","2,022",,,,,
1,FDBS115 LA,FRONT BUMPER BRACKET LH,Ford,TAURUS,AG1Z-17C947-B,1,0.06,1.3,0,"2,010","2,019",,,,,
,FDBS065 RA,FRONT BUMPER BRACKET RH,Ford,ECOSPORT,CN15-17A869-AD,1,9.05,3.06,1.62,"2,013","2,013",,,,,
,UH71-50-080A,FRONT BUMPER BRACKET RH,Ford,FORD RANGER,UH71-50-080A,1,2.34,2.2,0.03,"1,999","2,002",,Bumper,,Front,Right Side
,FDBS039 RA,FRONT BUMPER BRACKET RH,Ford,RANGER,AB39-17-A870AC,50,11.43,11.21,0.11,"2,012","2,012",,,,,
,FDBS081 RA,FRONT BUMPER BRACKET RH,Ford,RANGER,EB3B-17A869-DA,30,10.92,10.93,0.11,"2,015","2,015",,,,,
,FDBS111 RA,FRONT BUMPER BRACKET RH,Ford,RANGER RAPTOR,BDTT-16Q9W-SA,1,7.76,27.09,2.09,"2,022","2,022",,,,,
,FDBS115 RA,FRONT BUMPER BRACKET RH,Ford,TAURUS,AG1Z-17C947-A,1,0.06,1.2,0,"2,010","2,019",,,,,
,FDSB041 RB,FRONT BUMPER BRACKET RH SMALL,Ford,FOCUS SEDAN,4M51-170959-A,1,1.01,0.93,0.01,"2,005","2,008",,,,,
14,FDSB041 LB,FRONT BUMPER BRACKET SMALL LH,Ford,FOCUS SEDAN,4M51-170958-A,1,1.14,1.02,0.01,"2,005","2,008",,,,,
13,FDBS111 LB,FRONT BUMPER BRACKET UPPER LH,Ford,RANGER RAPTOR,FHY4-J4O1N-6H,1,1.7,8.68,0.12,"2,022","2,022",,,,,
,FDBS111 RB,FRONT BUMPER BRACKET UPPER RH,Ford,RANGER RAPTOR,M707-DB21V-K4,1,9.64,27.54,2.42,"2,022","2,022",,,,,
3,FDB089 CA,FRONT BUMPER COVER BIG,Ford,RANGER WILDTRAK,5V42-UP5NS-G6,1,2.34,8.93,0.43,"2,022","2,022",,,,,
10,IZIB028 NB,FRONT BUMPER CP CP,Isuzu,TFR '99,8-97175-579-1,5,14.6,17.23,0.07,"1,999","1,999",,,,,
3,IZB037 NC,FRONT BUMPER DARK GRAY,Isuzu,D-MAX,8-97330-923-0/235-962-2,1,3.79,4,0.06,"2,002","2,003",,,,,
4,IZB037 ND,FRONT BUMPER DARK GRAY,Isuzu,D-MAX,8-97330-923-0/235-962-2,1,3.75,4.13,0.06,"2,002","2,003",,,,,
1,TYB341 NA,FRONT BUMPER DOUBLE CAB W/O STEP SIDE RESIN/SR5,Toyota,TUNDRA,52119-0C905,1,4.57,4.49,1.11,"2,004","2,006",,,,,
2,FDBF011 NA,FRONT BUMPER FINISHER,Ford,FIESTA,4N21-FO18A58-AAW,1,6.67,14.33,0.14,"2,005","2,005",,,,,
3,FDBF045 NA,FRONT BUMPER FINISHER,Ford,FOCUS,5M5J-17K945-AA,1,11.42,1.39,0.29,"2,007","2,008",,,,,
2,FDBF047 NA,FRONT BUMPER FINISHER,Ford,FOCUS,8M51-17B968-AC,25,23.2,25.9,0.51,"2,009","2,010",,,,,
2,FDBF051 NA,FRONT BUMPER FINISHER,Ford,FOCUS,8M59-17B968-AB,1,20.39,5.94,1.26,"2,010","2,010",,,,,
4,FDBF111 NA,FRONT BUMPER FINISHER,Ford,RANGER RAPTOR,U4FW-H3CAV-93,1,6.88,4.98,2.45,"2,022","2,022",,,,,
4,FDBF095 NA,FRONT BUMPER FINISHER,Ford,TOURNEO CONNECT,DT11-17B968-A,1,0.41,0.8,0.02,"2,014","2,015",,,,,
3,FDBF091 NA,FRONT BUMPER FINISHER,Ford,TOURNEO CUSTOM,BK21-17K946-AC,1,0.49,0.69,0.02,"2,014","2,014",,,,,
2,GMBF011 NA,FRONT BUMPER FINISHER,GMC,GMC,NGM15893975,1,0.49,2.86,0.02,"2,006","2,012",,,,,
4,FDBF065 SA,FRONT BUMPER FINISHER SV/BK SETS,Ford,ECO SPORT,CN15-17-B968DCW (IN),10,12.93,16.54,0.15,"2,013","2,016",,,,,
2,GMBF013 SA,FRONT BUMPER FINISHER WITH MOULDING CP,GMC,GMC,NGM15893975,1,0.5,2.76,0.08,"2,006","2,012",,,,,
4,UE4T-51-W7036,FRONT BUMPER FLARE RH,Ford,EVEREST,UE4T-51-W70B,1,0.37,0.65,0.02,"2,010","2,010",,Bumper,,Front,Right Side
7,FG-020 IZ,FRONT BUMPER GUARD,Isuzu,D-MAX,FG-020 IZ,1,13.39,20.28,0.14,"2,003","2,006",,Bumper,,Front,Single Part
8,FG-021 IZ,FRONT BUMPER GUARD,Isuzu,D-MAX,FG-021 IZ,1,13.12,21.09,0.12,"2,003","2,006",,Bumper,,Front,Single Part
3,FG-130A FD,FRONT BUMPER GUARD LOWER,Ford,NEW RANGER,AC-130,1,4.4,20,2.16,"2,007","2,008",,Bumper,,Front,Single Part
3,FG-130A IZ,FRONT BUMPER GUARD LOWER,Isuzu,D-MAX,AC-130,1,4.31,16.25,1.19,"2,007","2,007",,Bumper,,Front,Single Part
9,FG-118B IZ,FRONT BUMPER GUARD STAINLESS,Isuzu,D-MAX,2GOQ-SKJE4-GJ,1,5.19,4.72,0.63,"2,005","2,005",,Bumper,,Front,Single Part
4,FG-131AB IZ,FRONT BUMPER GUARD STEEL TUBE FRAME,Isuzu,D-MAX,AC-131-A,1,10.59,25.28,2.85,"2,007","2,007",,Bumper,,Front,Single Part
5,FG-3302A IZ,FRONT BUMPER GUARD STL BAR-A LF,Isuzu,D-MAX,RYS1-5R4J4-2E,1,7.51,6.76,0.66,"2,007","2,007",,Bumper,,Front,Single Part
5,AB39-8B-384AB,FRONT BUMPER LIP,Ford,RANGER,AB39-8B-384AB,1,0.37,0.56,0.03,"2,015","2,017",,Bumper,,Front,Single Part
2,GN1Z-17D957-JB,FRONT BUMPER LOWER,Ford,ECOSPORT,GN1Z-17D957-JB,1,10.16,5.52,2.05,"2,018","2,018",,Bumper,,Front,Single Part
3,FDB215 LA,FRONT BUMPER LOWER,Ford,EXPEDITION,FL1Z-17D957-AA,1,4.87,20.18,0.16,"2,015","2,017",,,,,
5,FDP017 CA,FRONT BUMPER LOWER,Ford,FIESTA,C1BB-17B769-AA,1,0.47,0.46,0.01,"2,013","2,014",,,,,
2,FDB045 LA,FRONT BUMPER LOWER,Ford,FOCUS,7M51-17A894-A,1,4,7.77,0.51,"2,007","2,008",,,,,
1,FDB091 LA,FRONT BUMPER LOWER,Ford,TOURNEO CUSTOM,BK21-R17757-AA,1,10.91,16.9,1.69,"2,014","2,014",,,,,
2,GMP017 NA,FRONT BUMPER LOWER,GMC,YUKON,"22,936,430",1,1.61,4.64,0.05,"2,015","2,020",,,,,
6,AB39-8B-407AD,FRONT BUMPER LOWER COVER,Ford,RANGER,AB39-8B-407AD,1,0.32,1.14,0.03,"2,015","2,017",,Bumper,,Front,Single Part
2,FDP081 LA,FRONT BUMPER LOWER COVER,Ford,FORD RANGER,EB3B-17-F017AA,5,5.62,17.71,0.04,"2,015","2,017",,,,,
4,FDP089 LA,FRONT BUMPER LOWER PANEL,Ford,RANGER WILDTRAK,ZYAK-HMKHB-BI,1,12.77,28.18,0.43,"2,022","2,022",,,,,
2,FDP115 NA,FRONT BUMPER LOWER PANEL,Ford,TAURUS,DG1Z-17D957-AA,1,0.84,0.98,0.02,"2,015","2,019",,,,,
2,CVB021 LA,FRONT BUMPER LOWER PANEL,GMC,SIERRA,DEW5-5SLUN-6G,1,11.77,5.98,1.03,"2,016","2,017",,,,,
1,TYP343 NA,FRONT BUMPER LOWER PANEL,Toyota,TUNDRA,53911-0C030,1,1.42,1.17,0.09,"2,007","2,009",,,,,
5,FDP089 LB,FRONT BUMPER LOWER STRIP,Ford,RANGER WILDTRAK,4UD9-1QWZ7-M1,1,14.4,7.76,1.21,"2,022","2,022",,,,,
2,FDP065 SA,FRONT BUMPER LOWER UPPER/LOWER,Ford,ECOSPORT,VU1G-6SDFY-J3,1,1.56,1.74,0.05,"2,013","2,016",,,,,
5,FDB215 UC,FRONT BUMPER LOWER W SENSOR HOLE,Ford,EXPEDITION,FL1Z-17D957-CA,1,4.22,0.09,0.64,"2,015","2,017",,,,,
1,FDB095 LA,FRONT BUMPER LOWER WITH FINISHER,Ford,TOURNEO CONNECT,DT11-17F775,1,7.92,11.54,0.06,"2,014","2,015",,,,,
1,UBYL-50-03Y,FRONT BUMPER LOWER WITH HOLE,Ford,EVEREST,UBYL-50-03Y,1,2.09,2.33,0.18,"2,006","2,008",,Bumper,,Front,Single Part
1,FDB213 LA,FRONT BUMPER LOWER XLT INF PAT,Ford,EXPEDITION,7L1Z-17D957AA,1,11.18,18.94,0.06,"2,007","2,014",,,,,
3,EB3B-17-C831CC,FRONT BUMPER MAT BK,Ford,FORD RANGER,EB3B-17-C831CC,1,1.88,3.63,0.08,"2,015","2,017",,Bumper,,Front,Single Part
4,FDBM081 NA,FRONT BUMPER MOULDING,Ford,FORD RANGER,EB3B-17-D997AC1F6J,10,15.61,15.27,0.84,"2,015","2,017",,,,,
3,TYBM341 NA,FRONT BUMPER MOULDING,Toyota,TUNDRA,52701-0C010,1,5.92,19.59,0.05,"2,003","2,006",,,,,
11,FDBM111 LB,FRONT BUMPER MOULDING BIG LH,Ford,RANGER RAPTOR,R2EO-TLMY3-NW,1,13.25,14.73,0.78,"2,022","2,022",,,,,
,FDBM111 RB,FRONT BUMPER MOULDING BIG RH,Ford,RANGER RAPTOR,JB0B-S1LXJ-2X,1,1.17,2.75,0.61,"2,022","2,022",,,,,
10,FDBM111 LA,FRONT BUMPER MOULDING LONG LH,Ford,RANGER RAPTOR,3TX5-2IY2F-7O,1,7.88,7.49,1.04,"2,022","2,022",,,,,
,FDBM111 RA,FRONT BUMPER MOULDING LONG RH,Ford,RANGER RAPTOR,F5QP-HSGH0-4I,1,17.78,7.19,1.69,"2,022","2,022",,,,,
5,8-98099-823-1,FRONT BUMPER PANEL LOWER 2WD,Isuzu,D-MAX,8-98099-823-1,1,0.39,0.79,0.03,"2,012","2,016",,Bumper,,Front,Lower
,8-98099-823-1,FRONT BUMPER PANEL LOWER 2WD,Isuzu,D-MAX,8-98099-823-1,1,0.34,0.8,0.03,"2,012","2,016",,Bumper,,Front,Lower
1,FDP017 NA,FRONT BUMPER PROTECTOR,Ford,FIESTA,C1BB-8B384-AB,1,11.16,24.19,1.2,"2,013","2,014",,,,,
6,FDBR061 NA,FRONT BUMPER REINFORCEMENT,Ford,ECOSPORT,2N15-A001K43-AC,1,3.95,4.1,0.03,"2,007","2,007",,,,,
10,FDBR011 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,YS61-A01K43-AA,1,2.19,6.51,0.8,"2,003","2,005",,,,,
8,FDBR015 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,DG80-50-070C,1,3.78,4.77,0.03,"2,009","2,011",,,,,
1,FDBR015 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,DG80-50-070C,1,4.09,4.4,0.03,"2,009","2,011",,,,,
8,FDBR013 NA,FRONT BUMPER REINFORCEMENT,Ford,FIESTA,1O3J-70FLL-PW,1,4.61,4.94,0.05,"2,009","2,010",,,,,
5,FDBR041 NA,FRONT BUMPER REINFORCEMENT,Ford,FOCUS,3M51-21-092R,1,4.06,4.32,0.07,"2,005","2,007",,,,,
15,UR56-50-070B,FRONT BUMPER REINFORCEMENT,Ford,RANGER / BT50,UR56-50-070B,1,4.65,4.92,0.06,"2,006","2,009",,Bumper,,Front,Single Part
16,UR87-50-070B,FRONT BUMPER REINFORCEMENT,Ford,RANGER,UR87-50-070B,1,3.87,6.01,0.07,"2,006","2,009",,Bumper,,Front,Single Part
13,AB39-17-F021DD,FRONT BUMPER REINFORCEMENT,Ford,RANGER,AB39-17-F021DD,1,4.04,3.84,0.02,"2,015","2,017",,Bumper,,Front,Single Part
4,FDBR111 NA,FRONT BUMPER REINFORCEMENT,Ford,RANGER RAPTOR,46L9-8FY0E-YT,1,20.93,2.86,1.11,"2,022","2,022",,,,,
13,IZBR055 LA,FRONT BUMPER REINFORCEMENT LOWER,Isuzu,D-MAX,8-98165-112-1,1,3.97,6.52,0.04,"2,012","2,016",,,,,
10,8-98362-121-3,FRONT BUMPER REINFORCEMENT LOWER,Isuzu,D-MAX,8-98362-121-3,1,4.46,6.05,0.04,"2,019","2,019",,Bumper,,Front,Lower
10,8-98362-121-3,FRONT BUMPER REINFORCEMENT LOWER,Isuzu,D-MAX,8-98362-121-3,1,4.95,5.82,0.05,"2,019","2,023",,Bumper,,Front,Lower
14,IZBR055 UA,FRONT BUMPER REINFORCEMENT UPPER,Isuzu,D-MAX,8-98087-390-1,1,2.96,3.81,0.03,"2,012","2,016",,,,,
11,8-98367-566-0,FRONT BUMPER REINFORCEMENT UPPER,Isuzu,D-MAX,8-98367-566-0,1,2.67,3.8,0.07,"2,019","2,019",,Bumper,,Front,Upper
11,8-98367-566-0,FRONT BUMPER REINFORCEMENT UPPER,Isuzu,D-MAX,8-98367-566-0,1,2.71,3.83,0.09,"2,019","2,023",,Bumper,,Front,Upper
10,IZBR047 UA,FRONT BUMPER REINFORCEMENT UPPER 2WD & 4 WD,Isuzu,D-MAX,8-98007-150-3,1,2.16,3.45,0.03,"2,007","2,009",,,,,
11,IZBR049 UA,FRONT BUMPER REINFORCEMENT UPPER 2WD & 4 WD,Isuzu,D-MAX,8-98007-150-3,1,1.07,1.07,0.03,"2,007","2,009",,,,,
1,FDB015 NA,FRONT BUMPER ROUND FOG LAMP TYPE,Ford,FIESTA,9GKP-H49OV-N4,1,3.94,4.65,0.05,"2,009","2,010",,,,,
1,FDB015 NA,FRONT BUMPER ROUND FOG LAMP TYPE,Ford,FIESTA,HHEE-TLWOB-RA,1,3.67,5.4,0.04,"2,009","2,010",,,,,
5,UM48-51-W80E,FRONT BUMPER SKIRT LH,Ford,RANGER,UM48-51-W80E,1,0.3,0.72,0.01,"2,003","2,003",,Bumper,,Front,Left Side
,UM48-51-W70E,FRONT BUMPER SKIRT RH,Ford,RANGER,UM48-51-W70E,1,0.32,0.55,0.01,"2,003","2,003",,Bumper,,Front,Right Side
1,DGB015 NA,FRONT BUMPER SRT,Dodge,CHARGER SRT,5PP39TZZAC/AE,1,19.05,2.66,0.15,"2,015","2,023",,,,,
,FDPF041 LB,FRONT BUMPER STRIP LH 2000 CC,Ford,FOCUS 4/5 Drs,5M59-17E909-AA,1,15.1,6.03,0.64,"2,005","2,006",,,,,
18,FDPF041 RB,FRONT BUMPER STRIP RH 2000 CC,Ford,FOCUS 4/5 Drs,5M59-17E908-AA,1,12.95,26.36,0.98,"2,005","2,006",,,,,
14,FDBS017 NA,FRONT BUMPER SUPPORT,Ford,FIESTA,C1BB-17H763-AD,20,3.99,3.88,0.24,"2,013","2,014",,,,,
3,FDBS047 CA,FRONT BUMPER SUPPORT,Ford,FOCUS,8M51-17E778-AE,1,0.28,0.3,0.03,"2,009","2,010",,,,,
5,FDBR051 NA,FRONT BUMPER SUPPORT,Ford,FOCUS,8M51-17E778-AC,1,2.16,9.69,2.51,"2,010","2,010",,,,,
13,FDSB041 LA,FRONT BUMPER SUPPORT FOG LAMP LH,Ford,FOCUS SEDAN,4M51-17E857-AC,1,0.93,1,0.02,"2,005","2,008",,,,,
,FDSB041 RA,FRONT BUMPER SUPPORT FOG LAMP RH,Ford,FOCUS SEDAN,4M51-17E856-AC,1,1.12,1.03,0.02,"2,005","2,008",,,,,
,FDBS045 LA,FRONT BUMPER SUPPORT LH,Ford,FOCUS,6M5Y-17B783-BA,1,6.04,1.74,0.49,"2,007","2,008",,,,,
,FDBS047 LA,FRONT BUMPER SUPPORT LH,Ford,FOCUS,8M51-17D959-AD,1,8.3,5.4,0.4,"2,009","2,010",,,,,
12,FDSB045 RA,FRONT BUMPER SUPPORT RH,Ford,FOCUS,6M5Y-17B783-AA,1,1.34,8.45,0.15,"2,007","2,008",,,,,
4,FDBS047 RA,FRONT BUMPER SUPPORT RH,Ford,FOCUS,8M51-17D958-AD,1,5.17,7.6,1.24,"2,009","2,010",,,,,
1,FDB045 UA,FRONT BUMPER UPPER,Ford,FOCUS,7M51-17750-BA,1,7.45,12.29,0.26,"2,007","2,008",,,,,
2,FDB111 UA,FRONT BUMPER UPPER,Ford,RANGER RAPTOR,MJ1P-Q3F0F-5H,1,2.41,21.83,1.69,"2,022","2,022",,,,,
2,FDB095 UA,FRONT BUMPER UPPER,Ford,TOURNEO CONNECT,DT11-17757-A,1,3.69,13.31,0.06,"2,014","2,015",,,,,
2,FDB091 UA,FRONT BUMPER UPPER,Ford,TOURNEO CUSTOM,BK21-17F003-A,1,2.9,14.47,0.05,"2,014","2,014",,,,,
,UC9M-54-260F,FRONT BUMPER UPPER BEAM LH,Ford,RANGER,AB39-16-B145AH,1,1.52,1.23,0.4,"2,015","2,017",,Bumper,,Front,Left Side
15,UC9M-53-260E,FRONT BUMPER UPPER BEAM RH,Ford,RANGER,AB39-16-B144AG,1,1.31,1.26,0.45,"2,015","2,017",,Bumper,,Front,Right Side
1,CVB021 UA,FRONT BUMPER UPPER PANEL,GMC,SIERRA,8IOE-U4G07-28,1,31.81,1.4,0.21,"2,016","2,017",,,,,
4,FDB217 UA,FRONT BUMPER UPPER SQUARE,Ford,EXPEDITION,FL1Z-17D957-EPTM,1,5.06,23.49,0.79,"2,015","2,017",,,,,
